file,name,promotion_year,promotion_university,years_post_phd,QUARTERLY JOURNAL OF ECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,REVIEW OF ECONOMIC STUDIES,JOURNAL OF POLITICAL ECONOMY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,THEORETICAL ECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,QUANTITATIVE ECONOMICS,REVIEW OF ECONOMICS AND STATISTICS,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF ECONOMIC THEORY,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,RAND JOURNAL OF ECONOMICS,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF DEVELOPMENT ECONOMICS
Virginia Tech/associate/Lin_vita.docx,Xu Lin,2009,Wayne State University,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Virginia Tech/full/Ball_2018_CV.docx,Sheryl B. Ball,1999,Virginia Polytechnic Institute and State University,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Virginia Tech/full/CV_Bahel2019Webpage.docx,Éric Akcel Bahel,2015,Virginia Tech,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Virginia Tech/full/Haller_2021_CV.docx,Hans Haller,,,,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0
Virginia Tech/full/Salehi-Isfahani_cv_short.docx,Djavad Salehi-Isfahani,1989,Virginia Polytechnic Institute and State University,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Virginia Tech/full/Sarangi CV 2022.docx,Sudipta Sarangi,2002,Louisiana State University,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1
Virginia Tech/full/Spanos_2018_CV.docx,Aris Spanos,1988,Virginia Tech,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0
Virginia Tech/full/ashley_cv_March_19_2025.docx,Richard A. Ashley,1985,Virginia Polytechnic Institute and State University,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Virginia Tech/full/ge_cv.docx,Suqin Ge,2013,Virginia Tech,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
WUSTL/associate/Babus-CV.docx,Ana Babus,2023,Washington University in St. Louis,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
WUSTL/associate/CV.docx,David A. Rivers,2018,University of Western Ontario,8,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
WUSTL/full/CV-PingWang-Dec2025.docx,Ping Wang,1994,Penn State University,7,0,2,0,1,0,1,0,0,1,0,0,1,2,0,5,4,1,4,0,0,0,0,3
WUSTL/associate/SangMok_cv.docx,SangMok Lee,2023,Washington University in St. Louis,11,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0
WUSTL/full/CV.docx,Steven M. Fazzari,1989,Washington University,7,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0
WUSTL/full/CVGolan10_2022.docx,Limor Golan,2009,Carnegie Mellon University,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0
WUSTL/full/ISMAEL_MOURIFIE_CV-2024.docx,Ismael Y. Mourifié,2021,University of Toronto,7,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,2,0
WUSTL/full/CV_Gaetano Antinolfi.docx,Gaetano Antinolfi,2004,Washington University in Saint Louis,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
WUSTL/full/Weinstein_CV_Sep_2019.docx,Jonathan Weinstein,2013,Washington University in St. Louis,8,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
