file,AMERICAN ECONOMIC JOURNAL-APPLIED ECONOMICS,AMERICAN ECONOMIC JOURNAL-ECONOMIC POLICY,AMERICAN ECONOMIC JOURNAL-MACROECONOMICS,AMERICAN ECONOMIC JOURNAL-MICROECONOMICS,AMERICAN ECONOMIC REVIEW,ECONOMETRICA,ECONOMIC JOURNAL,INTERNATIONAL ECONOMIC REVIEW,JOURNAL OF DEVELOPMENT ECONOMICS,JOURNAL OF ECONOMETRICS,JOURNAL OF ECONOMIC THEORY,JOURNAL OF INTERNATIONAL ECONOMICS,JOURNAL OF LABOR ECONOMICS,JOURNAL OF MONETARY ECONOMICS,JOURNAL OF POLITICAL ECONOMY,JOURNAL OF PUBLIC ECONOMICS,JOURNAL OF THE EUROPEAN ECONOMIC ASSOCIATION,QUANTITATIVE ECONOMICS,QUARTERLY JOURNAL OF ECONOMICS,RAND JOURNAL OF ECONOMICS,REVIEW OF ECONOMIC STUDIES,REVIEW OF ECONOMICS AND STATISTICS,THEORETICAL ECONOMICS,name,promotion_university,promotion_year,years_post_phd,unresolved_count,unresolved_fields,unresolved_details,needs_review
UC SantaBarbara/full/vita_startz.docx,0,0,0,0,3,1,0,1,0,4,0,0,1,4,0,1,0,0,2,0,1,3,0,Richard Startz,University of Washington,1984,6,0,,{},0
UC SantaCruz/associate/CV Natalia.docx,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,Natalia Lazzati,"University of California, Santa Cruz",2019,8,0,,{},0
UC SantaCruz/associate/CV_Gerelt.docx,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,Gerelt Tserenjigmid,"University of California, Santa Cruz",2025,9,0,,{},0
UC SantaCruz/associate/CV_Gu.docx,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,Weishi (Grace) Gu,"University of California, Santa Cruz",2020,7,0,,{},0
UC SantaCruz/associate/George_Bulman_CV.docx,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,George Bright Bulman,"University of California, Santa Cruz",2020,7,0,,{},0
UC SantaCruz/associate/Jeremy_West_CV.docx,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Jeremy West,"University of California, Santa Cruz",2024,10,0,,{},0
UC SantaCruz/associate/Li-cv.docx,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Jessie Li,"University of California, Santa Cruz",2024,7,0,,{},0
UC SantaCruz/associate/Villacorta_CV.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alonso Villacorta,"University of California, Santa Cruz",2025,8,0,,{},0
UC SantaCruz/associate/Vitae_Christensen.docx,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0,Peter Christensen,"University of Illinois, Urbana-Champaign",2022,7,0,,{},0
UC SantaCruz/associate/cv_shenoy.docx,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Ajay Shenoy,"University of California, Santa Cruz",2021,7,0,,{},0
UC SantaCruz/associate/cv_vargas.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kristian López Vargas,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UC SantaCruz/associate/hikaru_saijo_cv.docx,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Hikaru Saijo,"University of California, Santa Cruz",2021,8,0,,{},0
UC SantaCruz/associate/hu_resume.docx,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Chenyue Hu,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UC SantaCruz/full/CV_Spearot.docx,0,0,0,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,Alan C. Spearot,"University of California, Santa Cruz",2014,7,0,,{},0
UC SantaCruz/full/CV_robinson.docx,5,0,0,0,2,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,0,2,0,Jonathan Robinson,"University of California, Santa Cruz",2014,7,0,,{},0
UC SantaCruz/full/Dobkin_CV.docx,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,Carlos Dobkin,"University of California, Santa Cruz",2010,7,0,,{},0
UC SantaCruz/full/HaleCV2p.docx,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,Galina Borisova Hale,"University of California, Santa Cruz",2020,18,0,,{},0
UC SantaCruz/full/cv_marion.docx,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,Justin G. Marion,"University of California, Santa Cruz",2011,6,0,,{},0
UC SantaCruz/full/cv_michaillat.docx,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,PASCAL MICHAILLAT,Brown University,2019,9,0,,{},0
UC SantaCruz/full/kletzer_vitae_01-15.docx,0,0,0,0,1,1,2,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Kenneth M. Kletzer,Yale University,1988,6,0,,{},0
UC SantaCruz/full/laura_giuliano_cv_short__jan2022.docx,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,Laura Giuliano,University of Miami,2012,9,0,,{},0
UIUC/associate/AdamOsman_CV.docx,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Adam Osman,University of Illinois at Urbana-Champaign,2023,9,0,,{},0
UIUC/associate/Akresh_CV_20Dec2025.docx,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard Akresh,University of Illinois at Urbana-Champaign,2013,9,0,,{},0
UIUC/associate/CV-Borgschulte.docx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MARK BORGSCHULTE,University of Illinois at Urbana-Champaign,2024,10,0,,{},0
UIUC/associate/CV_euiyi.docx,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,EunYi Chung,University of Illinois at Urbana-Champaign,2023,,1,years_post_phd,"{""years_post_phd"": ""all_missing""}",1
UIUC/associate/CV_howard.docx,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Greg Howard,University of Illinois at Urbana-Champaign,2025,7,0,,{},0
UIUC/associate/Parente CV.docx,0,0,0,0,1,0,0,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,Stephen L. Parente,University of Illinois Urbana-Champaign,2001,11,0,,{},0
UIUC/associate/RussellWeinstein_CV.docx,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Russell M. Weinstein,University of Illinois at Urbana-Champaign,2023,9,0,,{},0
UIUC/associate/cv-october-2025_forsythe.docx,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Eliza Forsythe,University of Illinois at Urbana-Champaign,2024,10,0,,{},0
UIUC/associate/cv_lemus.docx,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,Jorge Lemus,University of Illinois at Urbana-Champaign,2021,6,0,,{},0
UIUC/full/AbbreviatedVita_2024-08-07.docx,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,George Deltas,University of Illinois at Urbana-Champaign,2003,7,0,,{},0
UIUC/full/AlbouyCV_full.docx,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,3,0,David Y. Albouy,University of Illinois,2013,6,0,,{},0
UIUC/full/CV_Anil_Bera_Oct_6__2024 .docx,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,1,1,0,Anil K. Bera,University of Illinois at Urbana-Champaign,1987,4,2,INTERNATIONAL ECONOMIC REVIEW; JOURNAL OF ECONOMETRICS,"{""INTERNATIONAL ECONOMIC REVIEW"": ""tie"", ""JOURNAL OF ECONOMETRICS"": ""tie""}",1
UIUC/full/CV_JihyungLee-1-22-2025_detailed.docx,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,JI HYUNG LEE,University of Illinois,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""tie"", ""years_post_phd"": ""tie""}",1
UIUC/full/CV_medeiros.docx,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,Marcelo C. Medeiros,Pontifical Catholic University of Rio de Janeiro,2008,8,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""insufficient_support""}",1
UIUC/full/CynthiaWu_CV.docx,0,0,0,0,1,0,0,2,0,3,0,1,0,2,0,0,0,1,0,0,0,1,0,Jing Cynthia Wu,University of Notre Dame,2018,7,0,,{},0
UIUC/full/Perry_CVforweb.docx,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,,Rutgers University at New Brunswick,1989,13,2,RAND JOURNAL OF ECONOMICS; name,"{""RAND JOURNAL OF ECONOMICS"": ""tie"", ""name"": ""tie""}",1
UIUC/full/Stefan Krasa_cv.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,University of Illinois at Urbana-Champaign,1995,8,1,name,"{""name"": ""all_missing""}",1
UIUC/full/bernhardt_cv.docx,0,0,0,2,,1,0,2,0,0,5,1,2,1,1,4,0,0,0,,3,0,0,Dan Bernhardt,Queen's University,1991,5,2,AMERICAN ECONOMIC REVIEW; RAND JOURNAL OF ECONOMICS,"{""AMERICAN ECONOMIC REVIEW"": ""insufficient_support"", ""RAND JOURNAL OF ECONOMICS"": ""tie""}",1
UIUC/full/crealCV_2024.docx,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,1,0,0,0,1,0,Drew Creal,The University of Chicago,2013,6,0,,{},0
UNC ChapelHill/associate/CV_babii.docx,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Andrii Babii,University of North Carolina at Chapel Hill,2023,6,0,,{},0
UNC ChapelHill/associate/Kedagni-cv.docx,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,Désiré Kédagni,University of North Carolina at Chapel Hill,2025,7,0,,{},0
UNC ChapelHill/associate/Rabinovich CV 2025.docx,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,Stanislav Rabinovich,University of North Carolina - Chapel Hill,2023,11,0,,{},0
UNC ChapelHill/associate/Valentin Verdier - CV.docx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,Valentin Verdier,University of North Carolina - Chapel Hill,2022,8,0,,{},0
UNC ChapelHill/associate/cv_tian.docx,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,Can Tian,University of North Carolina at Chapel Hill,2025,11,0,,{},0
UNC ChapelHill/full/Anusha Chari CV_latest2025.docx,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Anusha Chari,University of North Carolina at Chapel Hill,2008,8,0,,{},0
UNC ChapelHill/full/BIGLAISER CV Jun 2025.docx,0,0,0,1,1,0,0,1,0,0,3,0,0,0,0,1,0,0,0,,0,0,0,Gary Biglaiser,University of North Carolina-Chapel Hill,1994,6,1,RAND JOURNAL OF ECONOMICS,"{""RAND JOURNAL OF ECONOMICS"": ""insufficient_support""}",1
UNC ChapelHill/full/CV-gilleskie-10-2025.docx,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,Donna B. Gilleskie,University of North Carolina at Chapel Hill,2001,7,0,,{},0
UNC ChapelHill/full/CVYates.docx,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,Andrew J. Yates,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
UNC ChapelHill/full/CV_Flabbi_10_2025.docx,0,0,0,0,0,0,1,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,Luca Flabbi,University of North Carolina at Chapel Hill,2017,13,0,,{},0
UNC ChapelHill/full/CV_Fruehwirth_UNC.docx,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,Jane Cooley Fruehwirth,University of Cambridge,2014,8,0,,{},0
UNC ChapelHill/full/CV_LutzHendricks.docx,0,0,2,0,1,0,0,4,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,Lutz Hendricks,Iowa State University,2003,7,0,,{},0
UNC ChapelHill/full/GhyselsVitaSep2025.docx,0,0,0,0,0,1,0,2,0,,0,0,0,0,0,0,1,0,0,0,0,2,0,Eric Ghysels,,,,4,JOURNAL OF ECONOMETRICS; promotion_university; promotion_year; years_post_phd,"{""JOURNAL OF ECONOMETRICS"": ""tie"", ""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
UNC ChapelHill/full/McManus-CV-July-2019.docx,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Brian McManus,"University of North Carolina, Chapel Hill",2012,10,0,,{},0
UNC ChapelHill/full/cv_JBHILL1.docx,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,Jonathan B. Hill,University of North Carolina-Chapel Hill,2012,11,0,,{},0
UNC ChapelHill/full/cv_fei.docx,0,0,0,3,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,2,1,0,1,Fei Li,University of North Carolina Chapel Hill,2024,11,0,,{},0
UNC ChapelHill/full/cv_hansen.docx,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,Peter Reinhard Hansen,European University Institute,2011,11,0,,{},0
UNC ChapelHill/full/jonathan_williams_cv.docx,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,Jonathan W. Williams,University of North Carolina – Chapel Hill,2017,8,0,,{},0
UNC ChapelHill/full/vita-Neville-08-2021.docx,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Neville Francis,"University of North Carolina, Chapel Hill",2010,9,0,,{},0
USC/associate/CV_nikzad.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,2,Afshin Nikzad,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
USC/associate/vita_Bassi.docx,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Vittorio Bassi,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
USC/full/CV Kurlat 2025.docx,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,Pablo Kurlat,University of Southern California,2019,9,0,,{},0
USC/full/CVOliva.docx,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Paulina Oliva,"University of California, Irvine",2016,7,0,,{},0
USC/full/CV_moon.docx,0,0,0,0,0,5,0,0,0,,0,0,0,0,0,0,0,2,0,0,0,1,0,Hyungsik Roger Moon,University of Southern California,2004,6,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""tie""}",1
USC/full/Guofu Tan-CV-CRA-0326-2017.docx,0,0,0,0,2,2,0,2,1,0,3,0,0,0,0,0,0,0,0,2,2,0,0,Guofu Tan,University of British Columbia,1996,6,0,,{},0
USC/full/Magill_CV_01_2017.docx,0,0,0,0,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,Michael Magill,Indiana University,1976,6,0,,{},0
USC/full/Matthew E. Kahn Vita.docx,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,,1,0,2,1,0,1,0,Matthew E. Kahn,Tufts University,2000,7,1,JOURNAL OF PUBLIC ECONOMICS,"{""JOURNAL OF PUBLIC ECONOMICS"": ""insufficient_support""}",1
USC/full/cv_armstrong.docx,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,4,0,0,1,0,0,Timothy B. Armstrong,Yale University,2018,6,0,,{},0
USC/full/cv_carrillo.docx,0,0,0,1,1,0,2,0,0,0,3,0,0,0,1,1,0,1,0,1,2,0,0,Juan D. Carrillo,Free University of Brussels,2000,4,0,,{},0
USC/full/cv_lambert.docx,0,0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,Nicolas S. Lambert,University of Southern California,2022,12,0,,{},0
USC/full/romainranciere.docx,0,0,2,0,1,0,1,1,1,0,0,3,0,1,0,0,0,0,1,0,0,1,0,Romain Rancière,Paris School of Economics,2009,6,0,,{},0
USC/full/strauss.docx,1,0,0,0,1,0,0,0,9,1,0,0,0,0,1,1,0,0,0,0,0,0,0,John Strauss,Yale University,1987,6,0,,{},0
USC/full/vita_Betts.docx,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Caroline Marie Betts,University of Southern California,2000,6,0,,{},0
USC/full/vita_Brocas.docx,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,1,0,1,0,2,2,0,0,Isabelle Brocas,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
USC/full/vita_Hsiao.docx,0,0,0,0,0,3,0,6,0,,0,0,0,1,0,0,0,0,0,0,2,0,0,Cheng Hsiao,University of Southern California,1985,13,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""tie""}",1
USC/full/vita_chaney.docx,0,0,0,0,4,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,Thomas Chaney,Toulouse School of Economics,2012,7,0,,{},0
USC/full/vita_dekle.docx,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Robert Dekle,University of Southern California,2000,12,0,,{},0
USC/full/vita_giorgio.docx,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giorgio Coricelli,University of Southern California,2013,11,0,,{},0
USC/full/vita_ridder.docx,1,0,0,0,0,5,1,1,0,8,0,0,1,0,0,1,1,1,0,0,2,1,0,Geert Ridder,University of Groningen,1987,0,0,,{},0
Vanderbilt/associate/BeachCV.docx,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Brian Beach,Vanderbilt University,2023,8,0,,{},0
Vanderbilt/associate/CVwebcopy_mar25.docx,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,Analisa Packham,Vanderbilt University,2024,8,0,,{},0
Vanderbilt/associate/MoroCV.docx,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,Andrea Moro,Vanderbilt University,2008,10,0,,{},0
Vanderbilt/associate/RodrigueCVweb.docx,0,0,0,0,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,Joel Rodrigue,Vanderbilt University,2017,9,0,,{},0
Vanderbilt/associate/marcus_michelle_cv2024aug-1.docx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Michelle Marcus,Vanderbilt University,2024,7,0,,{},0
Vanderbilt/full/Bond cv 1 25.docx,0,0,0,2,4,0,2,3,1,0,1,10,0,0,2,3,0,0,0,2,1,3,0,Eric W. Bond,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""all_missing""}",1
Vanderbilt/full/CV_June_2023.docx,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,William J. Collins,Vanderbilt University,2004,6,0,,{},0
Vanderbilt/full/Christopher-S-Carpenter-cv-2024-08-11.docx,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Christopher (Kitt) Carpenter,University of California at Irvine,2009,7,0,,{},0
Vanderbilt/full/HuffmanCV.docx,0,0,0,0,1,0,0,3,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,Gregory W. Huffman,University of Western Ontario,1989,6,0,,{},0
Vanderbilt/full/J-P-Conley-CV-2024-04-23.docx,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,2,0,0,0,0,0,0,0,John P. Conley,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""all_missing"", ""promotion_year"": ""all_missing"", ""years_post_phd"": ""all_missing""}",1
Vanderbilt/full/Kevin-Huang_CV_2023-3.docx,0,0,0,0,1,0,1,1,0,0,1,2,0,4,0,0,0,0,0,0,0,0,0,Kevin X.D. Huang,Vanderbilt University,2006,8,0,,{},0
Vanderbilt/full/RousseauCV.docx,0,0,0,0,3,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,Peter L. Rousseau,Vanderbilt University,2002,7,0,,{},0
Vanderbilt/full/SaggiKCV-1.docx,1,0,0,2,0,0,3,3,6,0,0,,0,0,0,0,0,0,0,0,0,0,0,Kamal Saggi,Southern Methodist University,2001,6,1,JOURNAL OF INTERNATIONAL ECONOMICS,"{""JOURNAL OF INTERNATIONAL ECONOMICS"": ""tie""}",1
Vanderbilt/full/SasakiCV.docx,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,3,0,0,0,1,0,Yuya Sasaki,Vanderbilt University,2017,5,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""insufficient_support""}",1
Vanderbilt/full/Viscusi_CV_biblio_021725.docx,0,0,0,0,,1,1,3,0,0,0,0,,0,2,2,0,0,1,,0,6,0,W. Kip Viscusi,Northwestern University,1979,4,3,AMERICAN ECONOMIC REVIEW; JOURNAL OF LABOR ECONOMICS; RAND JOURNAL OF ECONOMICS,"{""AMERICAN ECONOMIC REVIEW"": ""tie"", ""JOURNAL OF LABOR ECONOMICS"": ""tie"", ""RAND JOURNAL OF ECONOMICS"": ""insufficient_support""}",1
Vanderbilt/full/cv-25-07.docx,0,0,0,0,0,3,0,1,0,0,,0,0,0,0,2,0,0,0,1,0,0,0,Myrna Wooders,University of Toronto,1981,,2,JOURNAL OF ECONOMIC THEORY; years_post_phd,"{""JOURNAL OF ECONOMIC THEORY"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Vanderbilt/full/cv.docx,0,0,0,0,0,1,0,1,0,,0,1,0,1,0,0,0,3,0,0,0,2,0,Atsushi Inoue,,,,4,JOURNAL OF ECONOMETRICS; promotion_university; promotion_year; years_post_phd,"{""JOURNAL OF ECONOMETRICS"": ""tie"", ""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Vanderbilt/full/cv_2024_03_polborn.docx,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,,0,0,1,0,3,0,0,Mattias K. Polborn,"University of Illinois, Urbana–Champaign",2007,9,1,JOURNAL OF PUBLIC ECONOMICS,"{""JOURNAL OF PUBLIC ECONOMICS"": ""tie""}",1
Vanderbilt/full/vita0425.docx,0,0,0,2,0,1,0,1,0,,0,0,0,0,0,0,0,1,0,2,1,1,0,Tong Li,"Indiana University, Bloomington",2003,6,1,JOURNAL OF ECONOMETRICS,"{""JOURNAL OF ECONOMETRICS"": ""tie""}",1
Virginia Tech/associate/CV_Adam_Dominiak_November_2021.docx,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Adam Dominiak,Virginia Tech,2017,6,0,,{},0
Virginia Tech/associate/Cothren_2018_CV.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,Richard Cothren,Virginia Polytechnic Institute and State University,1990,9,0,,{},0
Virginia Tech/associate/Lin_vita.docx,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,Xu Lin,,,,3,promotion_university; promotion_year; years_post_phd,"{""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""all_missing""}",1
Virginia Tech/associate/cv.docx,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alec Smith,Virginia Tech,2023,14,0,,{},0
Virginia Tech/associate/tsang_cv_short.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Kwok Ping Tsang,Virginia Tech,2014,6,0,,{},0
Virginia Tech/full/Ball_2018_CV.docx,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,Sheryl B. Ball,Virginia Polytechnic Institute and State University,1999,8,0,,{},0
Virginia Tech/full/CV_Bahel2019Webpage.docx,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Éric Akcel Bahel,Virginia Tech,2015,6,0,,{},0
Virginia Tech/full/Haller_2021_CV.docx,0,0,0,0,0,2,0,3,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,,,,,4,name; promotion_university; promotion_year; years_post_phd,"{""name"": ""insufficient_support"", ""promotion_university"": ""insufficient_support"", ""promotion_year"": ""insufficient_support"", ""years_post_phd"": ""insufficient_support""}",1
Virginia Tech/full/Salehi-Isfahani_cv_short.docx,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Djavad Salehi-Isfahani,Virginia Polytechnic Institute and State University,1989,12,0,,{},0
Virginia Tech/full/Sarangi CV 2022.docx,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,Sudipta Sarangi,Louisiana State University,,,2,promotion_year; years_post_phd,"{""promotion_year"": ""tie"", ""years_post_phd"": ""insufficient_support""}",1
Virginia Tech/full/Spanos_2018_CV.docx,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Aris Spanos,Virginia Tech,1988,6,0,,{},0
Virginia Tech/full/ashley_cv_March_19_2025.docx,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richard A. Ashley,Virginia Polytechnic Institute and State University,1985,9,0,,{},0
Virginia Tech/full/ge_cv.docx,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,Suqin Ge,Virginia Tech,2013,7,0,,{},0
Virginia/associate/2023-CV-Nekipelov.docx,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,Denis Nekipelov,University of Virginia,2014,6,0,,{},0
Virginia/associate/CV_Farmer.docx,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,Leland Edward Farmer,University of Virginia,2024,7,0,,{},0
